iter	RMSE
273	147.768318
274	147.7139492
275	147.6507457
276	147.5816306
277	147.5065781
278	147.4019143
279	147.3599775
280	147.2843895
281	147.2122063
282	147.1102233
283	147.0019694
284	146.8795003
285	146.7628879
286	146.7004495
287	146.6624409
288	146.5974469
289	146.5363069
290	146.4756747
291	146.4124845
292	146.3391084
293	146.2484178
294	146.167145
295	146.0951541
296	146.063267
297	145.9967366
298	145.9361011
299	145.8810584
300	145.8413129
301	145.7924987
302	145.7382172
303	145.6572078
304	145.5621247
305	145.4988253
306	145.4626591
307	145.4156547
308	145.3258351
309	145.2708439
310	145.1944455
311	145.1115218
312	145.0531763
313	144.9653547
314	144.8811416
315	144.792291
316	144.7115866
317	144.6162786
318	144.5713277
319	144.4678133
320	144.4157266
321	144.3118537
322	144.2047838
323	144.0979471
324	144.0320017
325	143.9412301
326	143.884799
327	143.8007684
328	143.7317022
329	143.659517
330	143.5901014
331	143.5197372
332	143.4763519
333	143.4160284
334	143.3440834
335	143.2812974
336	143.2059785
337	143.1409923
338	143.0417703
339	142.9686782
340	142.9061897
341	142.8440586
342	142.7691913
343	142.689453
344	142.6266213
345	142.5750216
346	142.5143375
347	142.437451
348	142.3707806
349	142.2863255
350	142.2201225
351	142.0814503
352	142.0200072
353	141.9490275
354	141.8924092
355	141.8275786
356	141.7463913
357	141.6624314
358	141.5996003
359	141.5480585
360	141.4825511
361	141.4170333
362	141.3584928
363	141.3123669
364	141.2656706
365	141.2028726
366	141.1248034
367	141.0513439
368	140.9790288
369	140.9271735
370	140.8638033
371	140.7605533
372	140.6861178
373	140.632162
374	140.5549738
375	140.4855228
376	140.4047233
377	140.3051105
378	140.2584835
379	140.1737098
380	140.1279251
381	140.0590755
382	139.9590844
383	139.8698633
384	139.8089017
385	139.7364851
386	139.6809989
387	139.6271843
388	139.5327937
389	139.4668318
390	139.4208895
391	139.3660036
392	139.2774292
393	139.237307
394	139.1692883
395	139.0670284
396	138.9754875
397	138.9283116
398	138.8855766
399	138.8092667
400	138.7260034
401	138.6606542
402	138.6114445
403	138.5556552
404	138.482902
405	138.4446251
406	138.3855569
407	138.2795307
408	138.2072676
409	138.1398766
410	138.0797328
411	138.0401767
412	137.9772023
413	137.9220882
414	137.8304046
415	137.7832492
416	137.7291828
417	137.665171
418	137.5955581
419	137.5407293
420	137.4739462
421	137.408509
422	137.3393343
423	137.2773758
424	137.2104171
425	137.1607422
426	137.0895609
427	137.0033181
428	136.9568352
429	136.9038885
430	136.857151
431	136.797254
432	136.7323254
433	136.6886901
434	136.6322543
435	136.5804029
436	136.5330119
437	136.4801339
438	136.4130664
439	136.3792487
440	136.3354862
441	136.2506038
442	136.1683477
443	136.0927778
444	136.017884
445	135.9606508
446	135.9167439
447	135.8777977
448	135.8167293
449	135.7685505
450	135.7247568
451	135.6355573
452	135.5845937
453	135.531047
454	135.4599006
455	135.3839271
456	135.3455082
457	135.2853433
458	135.2045683
459	135.1696122
460	135.11594
461	135.0560384
462	134.9933367
463	134.9460748
464	134.8763537
465	134.7885428
466	134.7234174
467	134.6764031
468	134.6284369
469	134.577329
470	134.5205426
471	134.4542255
472	134.3854417
473	134.3286324
474	134.2414957
475	134.1920744
476	134.1338901
477	134.055542
478	134.0090753
479	133.9596287
480	133.908121
481	133.8485527
482	133.7826018
483	133.7462463
484	133.6974639
485	133.6135863
486	133.5476298
487	133.4852185
488	133.4306429
489	133.4001481
490	133.3450813
491	133.2895492
492	133.2513519
493	133.1970426
494	133.1402623
495	133.0832295
496	133.0477861
497	132.9368808
498	132.8815693
499	132.807889
500	132.7517863
501	132.708925
502	132.6746546
503	132.5991357
504	132.5243939
505	132.4707992
506	132.4107651
507	132.3696761
508	132.3315657
509	132.2870418
510	132.2406275
511	132.1858039
512	132.1464827
513	132.1016124
514	132.0629337
515	132.0132693
516	131.9828721
517	131.9046759
518	131.8403891
519	131.788627
520	131.7468107
521	131.6886968
522	131.6368678
523	131.5641308
524	131.4924889
525	131.4452883
526	131.363628
527	131.2696949
528	131.1939317
529	131.1259777
530	131.0335116
531	130.9830567
532	130.9421438
533	130.8782813
534	130.8326321
535	130.7697618
536	130.7329607
537	130.6814187
538	130.635331
539	130.5652791
540	130.4894532
541	130.4517774
542	130.3912346
543	130.3368208
544	130.2485429
545	130.1962999
546	130.1341713
547	130.068341
548	130.0265688
549	129.9920647
550	129.9517637
551	129.9027372
552	129.8499247
553	129.8036716
554	129.7560002
555	129.724089
556	129.6660071
557	129.6089822
558	129.5624129
559	129.5066993
560	129.4369596
561	129.3911719
562	129.3295827
563	129.2655413
564	129.2298925
565	129.1440394
566	129.1001369
567	129.0418087
568	129.0009592
569	128.9431655
570	128.9057599
571	128.8369823
572	128.7671306
573	128.7060368
574	128.6664746
575	128.6108795
576	128.56903
577	128.5129943
578	128.4484674
579	128.3620584
580	128.2797865
581	128.2281086
582	128.1618643
583	128.1159302
584	128.0602553
585	128.005913
586	127.9576335
587	127.9165255
588	127.8815188
589	127.8236478
590	127.7634588
591	127.7221547
592	127.6638842
593	127.5907094
594	127.5454141
595	127.5039011
596	127.4588103
597	127.3978426
598	127.3689236
599	127.292393
600	127.2393681
601	127.1981354
602	127.1471328
603	127.1012662
604	127.0530725
605	127.0096589
606	126.9446585
607	126.9115364
608	126.874569
609	126.8066756
610	126.7606884
611	126.6924825
612	126.6548432
613	126.5700589
614	126.5095673
615	126.4611354
616	126.3907956
617	126.3400643
618	126.3076583
619	126.2293432
620	126.1820574
621	126.1471071
622	126.1034713
623	126.0582207
624	126.0070401
625	125.9595148
626	125.9159572
627	125.8551174
628	125.8029203
629	125.7700102
630	125.721855
631	125.6920508
632	125.6455082
633	125.606754
634	125.5655471
635	125.5077381
636	125.4531139
637	125.4118802
638	125.3671789
639	125.3132291
640	125.239492
641	125.206692
642	125.1621807
643	125.1301867
644	125.0824481
645	125.0233191
646	124.9711266
647	124.9111263
648	124.8474541
649	124.8107035
650	124.7659524
651	124.700128
652	124.6735309
653	124.6385673
654	124.5880009
655	124.5511714
656	124.528455
657	124.4759325
658	124.4051528
659	124.3615997
660	124.3231319
661	124.2664354
662	124.2302144
663	124.1818372
664	124.1456012
665	124.0757026
666	124.0171781
667	123.9556132
668	123.9078987
669	123.8320062
670	123.7618736
671	123.7097664
672	123.6659793
673	123.6118989
674	123.5450105
675	123.4944026
676	123.4479076
677	123.4031761
678	123.3281029
679	123.2987835
680	123.2504341
681	123.1638551
682	123.0986977
683	123.0414708
684	123.0037908
685	122.9469585
686	122.9065175
687	122.8455449
688	122.7846079
689	122.7545734
690	122.7328161
691	122.6700922
692	122.6270282
693	122.5777839
694	122.5266651
695	122.4841813
696	122.4528402
697	122.414616
698	122.3683957
699	122.3161609
700	122.2458953
701	122.2016613
702	122.1614448
703	122.0992249
704	122.0336995
705	121.9646597
706	121.8975791
707	121.8284808
708	121.7913219
709	121.7630009
710	121.6822586
711	121.6264307
712	121.5886321
713	121.5398859
714	121.4936678
715	121.4462461
716	121.3974496
717	121.3550615
718	121.2972101
719	121.2564842
720	121.1821974
721	121.1278625
722	121.0947601
723	121.0715854
724	121.0399566
725	120.988617
726	120.9551306
727	120.9221163
728	120.8712194
729	120.8330965
730	120.7604724
731	120.7050135
732	120.6487724
733	120.5845677
734	120.5283893
735	120.4994035
736	120.4550161
737	120.4181492
738	120.3798219
739	120.3518634
740	120.318072
741	120.2711124
742	120.1864279
743	120.1381351
744	120.094122
745	120.0441338
746	119.977462
747	119.895595
748	119.8484268
749	119.8027785
750	119.764399
751	119.7195852
752	119.6655508
753	119.6111531
754	119.544258
755	119.5018128
756	119.4566909
757	119.4232517
758	119.3769006
759	119.3419726
760	119.317625
761	119.2729183
762	119.2265238
763	119.1660705
764	119.0839507
765	119.0405365
766	118.9852075
767	118.9519805
768	118.9139121
769	118.8654939
770	118.8403571
771	118.8111027
772	118.7646839
773	118.7252571
774	118.6523022
775	118.6198502
776	118.5854517
777	118.531149
778	118.4956944
779	118.4434113
780	118.4073752
781	118.3335135
782	118.2812456
783	118.2555256
784	118.2216435
785	118.1672385
786	118.1186924
787	118.0561688
788	118.0025131
789	117.9785197
790	117.9209226
791	117.858852
792	117.8340765
793	117.786995
794	117.7402153
795	117.6977917
796	117.6730289
797	117.6192012
798	117.5831551
799	117.5578192
800	117.5193146
801	117.481382
802	117.4006521
803	117.3501686
804	117.296055
805	117.2272473
806	117.1736248
807	117.1063519
808	117.055697
809	117.0022605
810	116.952265
811	116.9219443
812	116.8841137
813	116.860398
814	116.803839
815	116.7504392
816	116.7118455
817	116.6763082
818	116.6237402
819	116.5583544
820	116.5020583
821	116.4781796
822	116.4419819
823	116.3874483
824	116.3460359
825	116.3097885
826	116.2635566
827	116.2076006
828	116.1512002
829	116.085891
830	116.0352452
831	115.9813981
832	115.933872
833	115.8923078
834	115.8369523
835	115.7956102
836	115.7454303
837	115.7021554
838	115.6128864
839	115.5526919
840	115.4901994
841	115.4382937
842	115.3897099
843	115.3345855
844	115.2804905
845	115.2544618
846	115.2185678
847	115.1659092
848	115.1083372
849	115.0787475
850	115.0269253
851	114.9767654
852	114.9480573
853	114.8744126
854	114.8373346
855	114.7877307
856	114.7465111
857	114.7066176
858	114.6818842
859	114.6383432
860	114.6163315
861	114.5832004
862	114.5413728
863	114.487663
864	114.4619292
865	114.3941243
866	114.3414918
867	114.3043896
868	114.2617611
869	114.2372627
870	114.1786098
871	114.1460329
872	114.1153428
873	114.0820229
874	114.0210651
875	113.984859
876	113.9456184
877	113.8726855
878	113.8355513
879	113.7686642
880	113.7269738
881	113.6896968
882	113.6417873
883	113.5857532
884	113.5252968
885	113.4896729
886	113.4426395
887	113.3995883
888	113.372118
889	113.3453922
890	113.3103936
891	113.2675139
892	113.2048402
893	113.1516689
894	113.1014722
895	113.0525092
896	112.9991738
897	112.9537116
898	112.9184054
899	112.8515541
900	112.8238753
901	112.7798364
902	112.7347122
903	112.6821455
904	112.6261806
905	112.5851868
906	112.5390557
907	112.502287
908	112.4620861
909	112.4221081
910	112.3979071
911	112.3539783
912	112.3084043
913	112.2719135
914	112.2229083
915	112.1840686
916	112.1244855
917	112.0856099
918	112.0377627
919	111.9739554
920	111.9498337
921	111.886468
922	111.839646
923	111.8088563
924	111.7757502
925	111.7147887
926	111.6812581
927	111.6431939
928	111.5947661
929	111.5515739
930	111.533161
931	111.474298
932	111.3935268
933	111.3351462
934	111.3012204
935	111.2598193
936	111.202421
937	111.159259
938	111.1041705
939	111.0298411
940	110.9881801
941	110.9568108
942	110.9064723
943	110.8552522
944	110.821306
945	110.7666571
946	110.7200546
947	110.6716222
948	110.6322929
949	110.5690832
950	110.5325573
951	110.4902056
952	110.4657803
953	110.4144983
954	110.3707845
955	110.2921392
956	110.2655911
957	110.2238038
958	110.1716682
959	110.1358663
960	110.0907575
961	110.039886
962	109.9812236
963	109.9271958
964	109.8981513
965	109.8695143
966	109.8265753
967	109.7724602
968	109.7210577
969	109.6807347
970	109.643266
971	109.613605
972	109.5917893
973	109.5621733
974	109.5041003
975	109.473335
976	109.4291048
977	109.3983959
978	109.367621
979	109.3318038
980	109.2928154
981	109.2697266
982	109.2272438
983	109.1769121
984	109.1461418
985	109.1154017
986	109.068347
987	109.0066075
988	108.9703233
989	108.9295775
990	108.8691846
991	108.8223363
992	108.7878801
993	108.7416866
994	108.7060353
995	108.6746377
996	108.6322757
997	108.5930729
998	108.5397769
999	108.5106139
